5017,Greater Dayton Regional Transit Authority,0.3683319597512043,midwest,39113,7,0.030701754,0.64,OH,Ohio,FTA Region5,9,0.12,True,0.019649123,5.277337425808838,5.444940930008205,4.587990035150463
0001,King County Department of Transportation - Metro Transit Division,1.998703132211051,west,53033,10,0.043859649,0.74,WA,Washington,FTA Region10,9,0.067,True,0.03245614,5.278748031800115,5.302455782115686,4.337221629352654
4030,Gainesville Regional Transit System,-0.2490739049038516,south,12001,10,0.043859649,0.7,FL,Florida,FTA Region4,9,0.107,True,0.030701754,5.290175971869637,5.425300104367144,5.042927034150564
3080,Arlington Transit - Arlington County,-0.6734776877316274,south,51013,11,0.048245614000000006,0.73,VA,Virginia,FTA Region3,9,0.107,True,0.035219298,5.292061059764659,5.3906861908485055,5.00669282715341
6011,VIA Metropolitan Transit,1.1191267035057506,south,48029,11,0.048245614000000006,0.63,TX,Texas,FTA Region6,9,0.107,True,0.030394737,5.285247050085513,5.381108669443266,4.504274640152345
4028,Lee County Transit,-0.3347664581195136,south,12071,13,0.057017544,0.7,FL,Florida,FTA Region4,9,0.107,True,0.039912281,5.285760972643904,5.377483084703518,5.286683704892392
6048,Capital Metropolitan Transportation Authority,1.1606275076143335,south,48453,13,0.057017544,0.63,TX,Texas,FTA Region6,9,0.107,True,0.035921053,5.292514957071015,5.383378728341774,4.6618080426323605
6008,"Metropolitan Transit Authority of Harris County, Texas",1.7424951605110497,south,48201,15,0.065789474,0.63,TX,Texas,FTA Region6,9,0.107,True,0.041447369,5.299988565010041,5.344747013413934,4.391103874887241
1040,Southeast Area Transit,-1.169055819150874,northeast,9011,17,0.074561404,0.56,CT,Connecticut,FTA Region1,9,0.125,True,0.041754386,5.289949004442481,5.354135833491788,4.8678405519162
5033,Interurban Transit Partnership,0.13982937105286747,midwest,26081,4,0.01754386,0.72,MI,Michigan,FTA Region5,8,0.12,True,0.012631579,5.284272762705476,5.55015300094271,5.2406365975781695
9172,City of Tempe Transit Division - dba Valley Metro,0.046451653662297504,west,4013,4,0.01754386,0.74,AZ,Arizona,FTA Region9,8,0.067,True,0.012982456000000002,5.285448483521562,5.3690653525299075,5.105801789998507
4087,Durham Area Transit Authority,-0.30153990911972456,south,37063,6,0.026315789,0.63,NC,North Carolina,FTA Region4,8,0.107,True,0.016578947,5.289381161067455,5.430142763324225,4.38062818604657
9147,City of Los Angeles Department of Transportation,0.5206075296976029,west,6037,6,0.026315789,0.7,CA,California,FTA Region9,8,0.067,True,0.018421052,5.284859258844749,5.331414576238907,5.096772330294671
0019,Intercity Transit,-0.01579912869899105,west,53067,8,0.035087719,0.74,WA,Washington,FTA Region10,8,0.067,True,0.025964912000000003,5.276953980842839,5.334244766806943,4.799842031360272
