"BehaviorSpace results (NetLogo 6.0.2)"
"Dissertation_ABM_update2020_cleaner.nlogo"
"AspirationOn"
"02/02/2020 00:02:46:083 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","meanRiskThreshold","scanningRange","badImpact","numWindows","impactReductionRate","maxCopingReduction","adaptationCost","capBoost","simTicks","minNeighbor","officeRole","memory","b1","disasterUti","EWProbDecay","open-windows?","change-aspiration?","trigger-network?","[step]","count orgs with [adaptation-change?]","totalInsufBoost","totalDisasterWindows","totalwindowMissed","totalWindowOpen","totalNoSolution","totalUtilizedWindows","totalNeededWidows","sufficientCap","totalUtilizedDisasterWindows"
"117","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.3","0.6","0.02","true","true","true","1001","25","92","276","88","276","13","15","15","10","15"
"123","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.01","true","true","true","1001","33","284","351","21","351","15","31","31","2","31"
"125","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.02","true","true","true","1001","40","153","261","73","261","5","30","30","10","30"
"172","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.01","true","false","true","1001","10","68","322","11","322","38","7","7","3","7"
"121","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0","true","true","true","1001","46","256","301","1","301","8","36","36","10","36"
"174","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.02","true","false","true","1001","15","54","357","111","357","64","9","9","6","9"
"137","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0","true","true","true","1001","28","56","299","4","299","30","14","14","14","14"
"135","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.03","true","true","true","1001","8","0","321","215","321","16","0","0","8","0"
"127","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.3","1","0.03","true","true","true","1001","25","44","292","226","292","6","16","16","9","16"
"176","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.03","true","false","true","1001","3","23","340","257","340","21","3","3","0","3"
"178","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0","true","false","true","1001","32","143","298","12","298","11","23","23","9","23"
"131","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.01","true","true","true","1001","21","0","307","23","307","22","0","0","21","0"
"180","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.01","true","false","true","1001","51","109","289","21","289","14","40","40","11","40"
"182","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.02","true","false","true","1001","23","73","305","112","305","36","18","18","5","18"
"133","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0","0.02","true","true","true","1001","3","0","345","107","345","53","0","0","3","0"
"184","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.03","true","false","true","1001","4","26","343","263","343","27","4","4","0","4"
"186","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0","true","false","true","1001","33","217","270","15","270","14","24","24","9","24"
"143","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.03","true","true","true","1001","13","14","317","241","317","12","5","5","8","5"
"141","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.02","true","true","true","1001","10","45","306","83","306","33","6","6","4","6"
"188","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.01","true","false","true","1001","39","222","316","21","316","36","37","37","2","37"
"139","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.3","0.01","true","true","true","1001","24","52","327","26","327","13","15","15","9","15"
"190","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.02","true","false","true","1001","50","134","261","92","261","0","35","35","15","35"
"192","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.03","true","false","true","1001","15","56","312","244","312","2","10","10","5","10"
"147","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.01","true","true","true","1001","48","133","282","11","282","8","27","27","21","27"
"149","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.02","true","true","true","1001","38","79","243","83","243","1","18","18","20","18"
"194","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0","true","false","true","1001","0","0","322","7","322","91","0","0","0","0"
"196","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.01","true","false","true","1001","25","0","317","16","317","5","0","0","25","0"
"198","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.02","true","false","true","1001","11","0","360","108","360","36","0","0","11","0"
"200","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.03","true","false","true","1001","7","0","301","240","301","12","0","0","7","0"
"145","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0","true","true","true","1001","55","139","258","1","258","2","28","28","27","28"
"202","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0","true","false","true","1001","32","68","329","6","329","10","21","21","11","21"
"204","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.01","true","false","true","1001","27","76","351","44","351","19","15","15","12","15"
"153","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0","true","true","true","1001","44","287","324","0","324","3","34","34","10","34"
"151","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","0.6","0.03","true","true","true","1001","21","42","306","224","306","1","10","10","11","10"
"155","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.01","true","true","true","1001","57","195","264","31","264","3","35","35","22","35"
"206","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.02","true","false","true","1001","11","35","318","110","318","29","7","7","4","7"
"159","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.03","true","true","true","1001","16","69","322","231","322","12","10","10","6","10"
"157","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","0.6","1","0.02","true","true","true","1001","31","172","310","89","310","26","23","23","8","23"
"208","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.03","true","false","true","1001","9","19","341","259","341","22","4","4","5","4"
"210","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0","true","false","true","1001","32","130","293","4","293","16","27","27","5","27"
"212","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0.01","true","false","true","1001","32","134","317","33","317","19","20","20","12","20"
"214","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0.02","true","false","true","1001","10","96","320","114","320","29","9","9","1","9"
"161","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0","0","true","true","true","1001","2","0","358","12","358","84","0","0","2","0"
"216","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0.03","true","false","true","1001","3","38","327","253","327","8","2","2","1","2"
"163","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.01","true","true","true","1001","4","0","349","21","349","60","0","0","4","0"
"165","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.02","true","true","true","1001","14","0","309","110","309","8","0","0","14","0"
"218","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0","true","false","true","1001","68","197","258","9","258","1","51","51","17","51"
"167","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0","0.03","true","true","true","1001","2","0","331","227","331","37","0","0","2","0"
"220","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0.01","true","false","true","1001","56","218","282","23","282","3","38","38","18","38"
"222","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0.02","true","false","true","1001","38","135","282","117","282","2","28","28","10","28"
"169","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0","true","true","true","1001","37","65","311","21","311","5","15","15","22","15"
"224","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0.03","true","false","true","1001","10","59","324","255","324","7","3","3","7","3"
"171","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.01","true","true","true","1001","26","70","303","28","303","23","16","16","10","16"
"173","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.02","true","true","true","1001","20","49","284","85","284","26","12","12","8","12"
"181","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.02","true","true","true","1001","36","89","272","95","272","1","25","25","11","25"
"175","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.3","0.03","true","true","true","1001","19","19","287","192","287","3","6","6","13","6"
"226","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0","true","false","true","1001","12","0","342","5","342","36","0","0","12","0"
"177","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0","true","true","true","1001","54","121","267","8","267","3","34","34","20","34"
"228","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0.01","true","false","true","1001","10","0","349","26","349","42","0","0","10","0"
"183","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.03","true","true","true","1001","15","37","305","217","305","4","8","8","7","8"
"230","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0.02","true","false","true","1001","12","0","341","107","341","44","0","0","12","0"
"232","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0.03","true","false","true","1001","3","0","344","255","344","17","0","0","3","0"
"234","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0","true","false","true","1001","53","67","306","9","306","5","28","28","25","28"
"189","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.02","true","true","true","1001","23","150","260","89","260","3","18","18","5","18"
"179","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","0.6","0.01","true","true","true","1001","23","123","286","26","286","22","20","20","3","20"
"185","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0","true","true","true","1001","51","220","269","7","269","8","34","34","17","34"
"191","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.03","true","true","true","1001","4","58","330","238","330","30","4","4","0","4"
"236","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0.01","true","false","true","1001","33","52","305","26","305","28","17","17","16","17"
"238","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0.02","true","false","true","1001","9","58","334","87","334","36","5","5","4","5"
"187","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","36","1","1","0.01","true","true","true","1001","56","180","240","20","240","1","39","39","17","39"
"240","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0.03","true","false","true","1001","10","17","311","225","311","19","3","3","7","3"
"242","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0","true","false","true","1001","22","143","311","10","311","46","18","18","4","18"
"244","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0.01","true","false","true","1001","59","106","289","31","289","2","39","39","20","39"
"195","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.01","true","true","true","1001","3","0","320","14","320","74","0","0","3","0"
"246","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0.02","true","false","true","1001","29","83","309","114","309","20","21","21","8","21"
"248","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0.03","true","false","true","1001","24","27","281","225","281","2","11","11","13","11"
"197","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.02","true","true","true","1001","5","0","335","82","335","27","0","0","5","0"
"250","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","1","0","true","false","true","1001","48","235","289","7","289","7","40","40","8","40"
"199","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0.03","true","true","true","1001","1","0","380","254","380","21","0","0","1","0"
"193","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0","0","true","true","true","1001","12","0","312","1","312","49","0","0","12","0"
"252","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","1","0.01","true","false","true","1001","50","234","304","27","304","7","36","36","14","36"
"203","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.01","true","true","true","1001","24","76","299","19","299","16","13","13","11","13"
"201","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0","true","true","true","1001","37","61","312","5","312","13","19","19","18","19"
"254","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","1","0.02","true","false","true","1001","23","170","306","108","306","10","18","18","5","18"
"256","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","1","0.03","true","false","true","1001","9","79","344","246","344","10","9","9","0","9"
"205","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.02","true","true","true","1001","22","38","283","79","283","5","14","14","8","14"
"211","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0.01","true","true","true","1001","41","146","323","15","323","18","27","27","14","27"
"258","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0","0","true","false","true","1001","17","0","340","5","340","14","0","0","17","0"
"209","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0","true","true","true","1001","42","131","286","3","286","8","26","26","16","26"
"260","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0","0.01","true","false","true","1001","9","0","349","23","349","81","0","0","9","0"
"262","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0","0.02","true","false","true","1001","11","0","377","118","377","24","0","0","11","0"
"207","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.3","0.03","true","true","true","1001","4","18","344","227","344","39","2","2","2","2"
"264","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0","0.03","true","false","true","1001","1","0","342","254","342","15","0","0","1","0"
"213","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0.02","true","true","true","1001","21","110","310","96","310","6","14","14","7","14"
"266","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.3","0","true","false","true","1001","26","72","323","11","323","22","19","19","7","19"
"215","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","0.6","0.03","true","true","true","1001","7","29","339","252","339","25","4","4","3","4"
"268","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.3","0.01","true","false","true","1001","30","59","290","28","290","23","14","14","16","14"
"217","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0","true","true","true","1001","44","213","271","12","271","11","35","35","9","35"
"270","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.3","0.02","true","false","true","1001","16","48","329","105","329","35","7","7","9","7"
"272","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.3","0.03","true","false","true","1001","20","26","304","218","304","0","7","7","13","7"
"219","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0.01","true","true","true","1001","40","241","296","17","296","4","34","34","6","34"
"274","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0","true","false","true","1001","51","123","266","16","266","6","32","32","19","32"
"223","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0.03","true","true","true","1001","14","56","325","251","325","5","13","13","1","13"
"221","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.3","1","0.02","true","true","true","1001","26","163","309","115","309","10","21","21","5","21"
"276","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.01","true","false","true","1001","42","124","298","38","298","22","26","26","16","26"
"278","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.02","true","false","true","1001","32","90","307","103","307","29","21","21","11","21"
"225","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0","true","true","true","1001","18","0","324","1","324","28","0","0","18","0"
"229","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0.02","true","true","true","1001","0","0","367","111","367","67","0","0","0","0"
"231","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0.03","true","true","true","1001","16","0","318","250","318","0","0","0","16","0"
"280","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","0.6","0.03","true","false","true","1001","19","24","292","216","292","5","8","8","11","8"
"235","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0.01","true","true","true","1001","14","59","331","14","331","72","8","8","6","8"
"282","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","1","0","true","false","true","1001","41","276","334","10","334","11","37","37","4","37"
"227","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0","0.01","true","true","true","1001","7","0","331","15","331","77","0","0","7","0"
"284","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.01","true","false","true","1001","46","227","291","22","291","4","38","38","8","38"
"233","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0","true","true","true","1001","20","71","313","2","313","34","12","12","8","12"
"286","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.02","true","false","true","1001","30","148","303","94","303","37","24","24","6","24"
"288","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","1","1","0.03","true","false","true","1001","31","56","318","248","318","0","14","14","17","14"
"290","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0","true","false","true","1001","38","577","332","67","1042","78","35","35","3","0"
"239","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0.03","true","true","true","1001","8","16","334","249","334","12","5","5","3","5"
"241","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0","true","true","true","1001","34","160","321","1","321","17","28","28","6","28"
"237","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.3","0.02","true","true","true","1001","26","49","304","103","304","11","15","15","11","15"
"247","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0.03","true","true","true","1001","11","44","347","250","347","7","5","5","6","5"
"292","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.01","true","false","true","1001","65","335","228","232","829","15","51","51","14","0"
"294","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.02","true","false","true","1001","41","223","261","592","1006","2","28","28","13","0"
"296","0.4","4","0.08","10","0.25","0.4","6.5","2","1000","1","1","24","0.3","0","0.03","true","false","true","1001","13","59","324","952","1110","18","11","11","2","0"
"245","0.4","4","0.08","0","0.25","0.4","6.5","2","1000","1","1","48","0.6","0.6","0.02","true","true","true","1001","33","92","269","88","269","6","14","14","19","14"
